,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
47296,2012-08-05,CANBERRA,0.6,15.0,2.0,2.2,6.3,W,63.0,NNW,NW,20.0,35.0,69.0,45.0,1015.4,1011.6,4.0,7.0,7.6,12.1,YES,YES
47297,2012-08-06,CANBERRA,4.7,11.0,1.2,3.4,8.9,WNW,65.0,WNW,WNW,22.0,31.0,52.0,36.0,1016.1,1017.4,3.0,3.610566091803257,7.0,9.6,YES,NO
47298,2012-08-07,CANBERRA,-5.1,13.4,0.0,2.6,8.9,N,41.0,SSW,N,7.0,31.0,74.16681796947461,41.0,1024.6,1021.6,0.0,2.608027776630756,3.3,12.6,NO,NO
47299,2012-08-08,CANBERRA,-1.2,15.4,0.0,2.2,8.8,NW,48.0,NNW,NW,11.0,20.0,70.0,37.0,1021.7,1017.3,1.0,3.0498689400530665,6.7,14.6,NO,NO
47300,2012-08-09,CANBERRA,5.7,12.7,0.0,4.2,8.0,W,57.0,WNW,WSW,28.0,33.0,55.0,38.0,1015.4,1012.8,3.0,1.0,9.6,10.7,NO,NO
47301,2012-08-10,CANBERRA,-3.3,12.6,0.0,3.8,10.0,SSW,74.0,S,S,26.0,31.0,49.0,28.0,1019.3,1020.3,1.0,3.138642905452997,7.3,12.0,NO,NO
47302,2012-08-11,CANBERRA,1.4,13.9,0.0,4.9,10.6,S,52.0,S,S,31.0,30.0,55.0,40.0,1024.8,1023.7,1.0,2.3466696273926004,8.7,12.4,NO,NO
47303,2012-08-12,CANBERRA,4.1,14.5,0.0,3.7,9.2,SSE,48.0,SSE,SW,15.0,19.0,58.0,36.0,1027.6,1024.8,3.0,2.64451779383009,8.9,14.3,NO,NO
47304,2012-08-13,CANBERRA,-3.6,15.0,0.0,3.2,7.1,N,35.0,NE,NW,2.0,19.0,92.71646748573528,47.0,1028.7,1022.6,8.0,2.6834286122761384,1.9,14.4,NO,NO
47305,2012-08-14,CANBERRA,-4.7,13.3,0.2,1.2,2.0,NW,33.0,,NNW,0.0,19.0,93.80838181651177,53.0,1023.0,1018.5,0.0,6.903380909083779,0.5,11.3,NO,NO
47306,2012-08-15,CANBERRA,-2.4,17.2,0.0,3.4,7.6,WNW,44.0,E,WNW,6.0,30.0,78.0,38.0,1016.7,1013.2,4.0,2.0,6.5,14.3,NO,NO
47307,2012-08-16,CANBERRA,-2.6,14.4,0.0,2.6,3.9,NW,52.0,ENE,NNW,4.0,31.0,74.0,58.0,1015.7,1011.3,7.0,8.0,6.3,10.8,NO,YES
47308,2012-08-17,CANBERRA,0.7,9.6,3.2,1.8,1.9,NNW,65.0,NNW,NW,20.0,26.0,70.0,91.0,1004.4,1003.8,7.0,8.0,8.5,4.3,YES,YES
47309,2012-08-18,CANBERRA,2.1,12.2,12.4,2.2,6.7,NW,52.0,NNW,WNW,20.0,31.0,80.0,50.0,1008.0,1009.3,4.0,4.5325488320093115,5.1,11.2,YES,NO
47310,2012-08-19,CANBERRA,-2.9,13.4,0.0,2.4,7.3,N,44.0,,NNW,0.0,31.0,99.0,54.0,1022.0,1019.7,7.0,1.0,3.5,11.8,NO,NO
47311,2012-08-20,CANBERRA,-2.6,12.0,0.0,2.2,8.1,N,24.0,ESE,NNW,6.0,13.0,76.0,48.0,1024.0,1019.7,6.0,2.732498693158,3.8,11.5,NO,NO
47312,2012-08-21,CANBERRA,-2.6,14.6,0.0,2.0,8.3,NNW,43.0,NE,NW,2.0,28.0,83.0,38.0,1021.1,1016.6,1.0,2.867686567139458,4.6,13.8,NO,NO
47313,2012-08-22,CANBERRA,-2.7,19.4,0.0,2.8,6.0,NW,33.0,NNE,NNW,2.0,19.0,78.0,32.0,1016.1,1010.1,2.0,5.164029403953478,5.2,18.3,NO,YES
47314,2012-08-23,CANBERRA,4.5,12.8,4.2,1.2,0.0,NW,56.0,NW,NNW,35.0,24.0,74.0,90.0,1011.3,1008.6,8.0,8.0,12.7,10.3,YES,YES
47315,2012-08-24,CANBERRA,3.3,9.2,15.0,1.2,3.5,NW,67.0,NW,WNW,28.0,37.0,68.0,87.0,1014.3,1012.9,5.0,3.0,5.6,6.6,YES,YES
47316,2012-08-25,CANBERRA,2.3,12.3,2.0,3.131108283341881,8.30264255663947,NW,57.0,NW,NW,22.0,30.0,62.0,42.0,1019.6,1017.0,2.0,3.653339386851137,7.6,10.9,YES,NO
47317,2012-08-26,CANBERRA,2.7,14.3,0.0,3.0973597826264196,9.0,NNW,39.0,NNW,WNW,28.0,26.0,66.0,37.0,1019.0,1018.1,3.4284772443552782,3.2774069743031404,8.4,13.4,NO,NO
47318,2012-08-27,CANBERRA,-4.8,14.6,0.0,4.1,9.0,NNW,35.0,NNW,NNW,6.0,24.0,79.0,30.0,1026.2,1022.7,0.0,2.3628343998255446,4.0,14.0,NO,NO
47319,2012-08-28,CANBERRA,-5.6,15.6,0.2,2.0,4.0,NNW,30.0,S,NNW,4.0,17.0,81.69531952546174,23.0,1025.2,1020.9,6.0,6.063025624723068,3.4,14.5,NO,NO
47320,2012-08-29,CANBERRA,-2.5,16.6,0.0,2.2,3.9,NNW,52.0,ENE,NNW,6.0,28.0,81.0,52.0,1017.9,1010.7,5.0,6.0,6.3,14.3,NO,NO
47321,2012-08-30,CANBERRA,2.1,12.9,0.0,2.6,8.0,WNW,70.0,W,WNW,26.0,39.0,47.0,34.0,1011.1,1011.8,3.0,1.0,10.0,10.4,NO,NO
47322,2012-08-31,CANBERRA,1.4,11.1,0.0,5.0,7.6,SSW,52.0,N,W,28.0,33.0,60.0,41.0,1016.7,1015.3,4.0,3.0,7.1,10.8,NO,YES
47323,2012-09-01,CANBERRA,-6.8,14.5,5.8,2.1473798956098094,8.6,S,48.0,NNE,S,7.0,24.0,78.46750045754663,34.0,1023.5,1021.6,1.0,4.0,2.0,12.7,YES,NO
47324,2012-09-02,CANBERRA,-5.0,16.8,0.0,3.3,10.3,N,37.0,NW,NNW,4.0,22.0,75.0,33.0,1024.5,1020.0,2.0,1.7539903942084791,4.6,16.0,NO,NO
47325,2012-09-03,CANBERRA,-4.2,20.1,0.0,3.2,8.6,SW,41.0,W,SW,4.0,20.0,71.0,21.0,1023.9,1019.9,0.0,3.416200397887877,6.1,19.7,NO,NO
47326,2012-09-04,CANBERRA,-1.3,20.7,0.0,2.8,9.3,NW,37.0,,NW,0.0,24.0,73.0,26.0,1024.4,1019.9,2.0,2.842272156893351,7.5,19.9,NO,NO
47327,2012-09-05,CANBERRA,-1.8,22.7,0.0,5.2,7.8,NNW,80.0,WNW,NW,7.0,44.0,44.0,18.0,1014.5,1007.2,1.0,5.719718275519362,11.9,20.5,NO,YES
47328,2012-09-06,CANBERRA,8.2,17.1,1.2,7.2,7.0,NW,63.0,NNW,NW,31.0,37.0,53.0,48.0,1009.8,1008.6,6.0,8.0,12.4,14.6,YES,NO
47329,2012-09-07,CANBERRA,7.0,11.3,0.0,5.8,3.1683457613092685,W,76.0,NW,WNW,33.0,33.0,68.0,73.0,1006.0,1006.1,8.0,8.0,7.8,8.9,NO,NO
47330,2012-09-08,CANBERRA,6.2,14.5,0.6,4.621886444622071,9.0,WNW,57.0,NW,WNW,33.0,33.0,54.09509154165727,45.829434998724224,1013.9,1015.0,3.1183010780258513,4.137053444206352,11.385723962202844,12.2,NO,NO
47331,2012-09-09,CANBERRA,0.0,18.3,0.0,3.335290368633615,10.1,NW,28.0,W,NW,7.0,19.0,65.51318474707142,34.954423650489304,1022.9,1021.6,1.0,2.688042069951969,9.8,17.2,NO,NO
47332,2012-09-10,CANBERRA,-2.2,19.6,0.0,2.9983360977408253,10.0,NW,44.0,SW,NNW,6.0,31.0,71.40298257895046,32.0,1026.2,1021.4,1.0,2.3849843902966015,7.9,18.5,NO,NO
47333,2012-09-11,CANBERRA,-2.0,18.5,0.0,3.6,8.6,N,28.0,SSW,NNW,11.0,9.0,74.0,33.0,1026.5,1022.4,4.0,3.0600320314629244,8.6,18.2,NO,NO
47334,2012-09-12,CANBERRA,-0.1,20.3,0.0,3.2,7.5,NNW,52.0,E,WNW,2.0,31.0,90.0,32.0,1022.7,1016.1,8.0,3.419551153484271,9.0,19.6,NO,NO
47335,2012-09-13,CANBERRA,1.7,13.8,0.0,4.0,3.0,NNW,46.0,N,S,9.0,26.0,68.0,70.0,1009.5,1008.7,8.0,8.0,9.7,10.6,NO,YES
47336,2012-09-14,CANBERRA,-2.4,15.2,3.6,1.4,9.5,WNW,48.0,WNW,WNW,7.0,28.0,97.0,39.0,1020.3,1016.9,1.0,1.690575459900451,2.9,14.1,YES,NO
47337,2012-09-15,CANBERRA,-3.9,17.6,0.0,2.8823132387604673,8.5,S,33.0,SSW,N,11.0,13.0,60.0,34.0,1025.7,1022.9,1.0,3.9240244117011756,9.8,16.8,NO,NO
47338,2012-09-16,CANBERRA,1.0,18.2,0.0,2.4110199127910263,5.0,N,43.0,W,NNW,2.0,31.0,97.0,43.0,1021.8,1016.3,8.0,4.8107180364876925,5.1,16.7,NO,NO
47339,2012-09-17,CANBERRA,5.0,17.5,0.0,3.8,3.1,E,37.0,SE,NNE,7.0,13.0,71.0,43.0,1020.5,1017.5,8.0,2.0,11.3,16.0,NO,NO
47340,2012-09-18,CANBERRA,5.5,19.9,0.0,2.4,7.0,W,44.0,WSW,NNW,6.0,20.0,70.0,50.0,1018.5,1013.5,4.0,5.408391873202774,12.6,15.3,NO,YES
47341,2012-09-19,CANBERRA,2.3,18.1,2.4,3.0,7.0,,39.771814531714824,,,8.762890294673369,20.33688853624932,78.83018807425697,44.0,1017.985129607947,1014.7,4.397761862887151,4.0,9.06222057317778,17.1,YES,NO
47342,2012-09-20,CANBERRA,7.9,20.5,0.0,3.0,7.0,NNW,30.0,SW,N,7.0,13.0,77.0,43.0,1019.3,1014.4,7.0,4.4362369257009036,12.5,19.0,NO,YES
47343,2012-09-21,CANBERRA,4.9,19.6,2.2,3.4,11.0,WNW,50.0,NNW,WNW,24.0,30.0,66.0,38.0,1014.1,1012.4,4.0,2.613004537141819,15.5,18.5,YES,NO
47344,2012-09-22,CANBERRA,0.1,20.2,0.0,4.6,11.0,NW,30.0,S,WNW,7.0,17.0,63.0,39.0,1017.8,1013.4,7.0,2.0,12.5,19.5,NO,NO
47345,2012-09-23,CANBERRA,0.1,22.3,0.0,4.641079281231633,10.5,NNW,63.0,NW,NNW,7.0,41.0,62.0,29.0,1011.4,1006.5,1.0,3.1330889558852846,12.8,21.3,NO,NO
47346,2012-09-24,CANBERRA,-1.3,16.4,0.0,8.0,11.0,WNW,50.0,NW,WNW,20.0,30.0,36.0,32.0,1013.1,1012.6,1.0,3.2574426190432177,11.9,15.4,NO,NO
47347,2012-09-25,CANBERRA,-2.9,18.3,0.0,5.6,10.1,ENE,35.0,WSW,NNE,9.0,11.0,57.0,30.0,1022.1,1018.4,1.0,2.8485740716561594,9.4,17.3,NO,NO
47348,2012-09-26,CANBERRA,8.4,20.3,0.0,4.0,8.1,NNW,37.0,S,NNW,6.0,20.0,67.0,28.0,1022.4,1017.9,6.0,3.8251877148590694,13.4,19.4,NO,NO
47349,2012-09-27,CANBERRA,3.3,23.3,0.0,4.0,4.0,N,43.0,,NNW,0.0,24.0,69.0,45.0,1018.8,1013.4,7.0,4.0,12.6,21.0,NO,NO
47350,2012-09-28,CANBERRA,10.3,18.0,1.0,4.8,0.0,NNW,76.0,W,NNW,13.0,35.0,59.0,90.0,1011.4,1007.2,8.0,8.0,18.0,15.2,NO,YES
47351,2012-09-29,CANBERRA,8.1,12.4,23.8,2.6,11.1,WNW,70.0,WNW,WNW,31.0,33.0,53.0,35.0,1007.6,1010.1,6.0,2.5532443279918198,10.0,10.9,YES,NO
47352,2012-09-30,CANBERRA,3.1,13.9,1.0,6.4,9.785830423249713,NW,46.0,WNW,WNW,31.0,28.0,43.0,38.0,1018.7,1019.4,2.0,3.3667379355110327,9.7,13.1,NO,NO
47353,2012-10-01,CANBERRA,-2.2,18.2,0.0,0.18033781257030768,9.2,E,31.0,NNE,NW,6.0,17.0,96.0,40.0,1027.7,1024.8,2.1084026193067302,2.4077385336565698,10.4,16.9,NO,NO
47354,2012-10-02,CANBERRA,-0.4,21.3,0.0,6.0,10.1,,35.02270451044751,W,,7.0,15.912403802328313,62.0,22.0,1032.7,1028.2,0.0,2.4274792317863785,10.6,20.5,NO,NO
47355,2012-10-03,CANBERRA,-0.1,24.1,0.0,3.8,10.8,NW,44.0,NW,NW,7.0,28.0,59.0,26.0,1026.7,1022.1,1.0,2.8421005747187778,14.9,22.8,NO,NO
47356,2012-10-04,CANBERRA,3.0,25.0,0.0,4.4,10.7,WNW,59.0,NW,WNW,11.0,33.0,42.0,22.0,1020.8,1015.3,0.0,3.640316375791933,18.5,24.4,NO,NO
47357,2012-10-05,CANBERRA,5.8,27.3,0.0,9.0,10.1,WNW,54.0,NNE,WNW,17.0,33.0,36.0,21.0,1015.2,1013.4,0.0,4.683916711017552,20.0,26.1,NO,NO
47358,2012-10-06,CANBERRA,11.1,14.6,0.0,10.0,0.2,SE,33.0,E,NNE,9.0,9.0,85.0,85.0,1019.2,1011.0,8.0,8.0,12.6,14.5,NO,YES
47359,2012-10-07,CANBERRA,0.1,17.4,5.8,0.0,9.0,S,33.0,SSE,WSW,19.0,9.0,52.0,34.0,1015.3,1013.8,2.0,4.430076657535828,8.4,15.4,YES,NO
47360,2012-10-08,CANBERRA,4.5,16.5,0.0,5.0,4.2,ESE,35.0,SSE,NW,7.0,11.0,74.0,43.0,1016.0,1011.8,8.0,5.0,8.9,14.7,NO,NO
47361,2012-10-09,CANBERRA,3.2,16.2,0.0,3.2,4.1,NW,24.0,S,NNW,11.0,7.0,69.0,39.0,1012.6,1009.9,7.0,4.0,9.1,15.0,NO,NO
47362,2012-10-10,CANBERRA,-0.2,17.8,0.0,2.4,9.0,NW,39.0,SSE,NW,9.0,26.0,69.0,36.0,1010.5,1008.1,6.0,3.0,10.1,15.1,NO,YES
47363,2012-10-11,CANBERRA,5.2,8.6,23.6,4.6,0.8477497399089202,WSW,39.0,S,SW,13.0,15.0,89.0,91.0,1006.8,1005.7,8.0,8.0,6.2,7.6,YES,YES
47364,2012-10-12,CANBERRA,2.4,14.9,33.0,4.751950189958073,7.658680108496931,S,67.0,S,S,30.0,26.0,74.0,37.0,1009.5,1013.3,8.0,4.403452162575256,8.3,13.5,YES,NO
47365,2012-10-13,CANBERRA,0.2,15.0,0.0,2.9129316933715685,4.084953373936358,SSW,41.0,WNW,WNW,6.0,24.0,71.0,68.0,1020.4,1019.4,4.549508162238112,8.0,8.0,11.2,NO,YES
47366,2012-10-14,CANBERRA,1.6,18.6,2.8,3.6494610095275206,9.0,N,39.0,,NNW,0.0,22.0,81.0,41.0,1025.6,1022.4,7.0,1.0,9.2,18.1,YES,NO
47367,2012-10-15,CANBERRA,1.7,23.7,0.0,1.4,7.0,NNW,46.0,,NW,0.0,31.0,76.0,33.0,1025.1,1021.3,1.0,4.818981446821276,10.2,22.1,NO,NO
47368,2012-10-16,CANBERRA,6.9,24.6,0.0,6.2,8.0,NW,93.0,SSE,NW,2.0,46.0,47.0,25.0,1019.7,1015.8,4.0,2.0,16.2,23.8,NO,NO
47369,2012-10-17,CANBERRA,9.2,21.7,0.0,8.6,10.9,N,48.0,NW,N,15.0,28.0,49.0,30.0,1016.6,1015.6,5.0,2.7372042368174547,13.7,20.3,NO,NO
47370,2012-10-18,CANBERRA,4.3,22.0,0.0,7.6,9.1,NW,28.0,SE,NNE,9.0,13.0,74.0,45.0,1022.1,1017.8,7.0,2.9063743745887294,12.2,20.6,NO,NO
47371,2012-10-19,CANBERRA,4.5,26.1,0.0,3.4,11.0,NNW,41.0,NW,W,7.0,17.0,70.0,30.0,1016.2,1012.3,3.0,2.411137041327102,14.2,25.7,NO,NO
47372,2012-10-20,CANBERRA,5.6,25.9,0.0,5.489565377990935,11.0,WNW,46.0,WNW,WNW,6.0,33.0,67.0,23.0,1011.2,1010.0,1.0,2.878005773576305,15.7,25.3,NO,NO
47373,2012-10-21,CANBERRA,4.6,22.0,0.0,9.2,10.9,WNW,63.0,NW,WNW,19.0,35.0,46.0,25.0,1013.7,1011.3,6.0,3.041377728681198,16.7,21.7,NO,NO
47374,2012-10-22,CANBERRA,2.6,15.9,0.0,10.6,10.5,S,59.0,S,S,30.0,35.0,42.0,33.0,1017.6,1020.5,2.0,8.0,9.7,15.5,NO,NO
47375,2012-10-23,CANBERRA,-0.2,19.6,0.0,7.0,10.0,E,37.0,S,NNE,11.0,17.0,61.0,35.0,1027.6,1024.9,3.0,2.4250679577855223,9.5,18.9,NO,NO
47376,2012-10-24,CANBERRA,0.4,22.9,0.0,4.0,10.810793064860952,NW,37.0,N,NW,7.0,24.0,72.0,31.0,1023.2,1017.7,1.0,2.0969953251925375,10.4,21.7,NO,NO
47377,2012-10-25,CANBERRA,4.7,26.7,0.0,6.109737885832338,11.610497110891103,NW,74.0,SW,NW,7.0,50.0,67.0,24.0,1013.3,1007.1,2.6196655572110643,2.163732069825528,13.7,25.5,NO,NO
47378,2012-10-26,CANBERRA,3.6,20.9,0.0,5.1645937686284,11.065489253037391,NW,61.0,NNW,NW,20.0,41.0,49.0,24.0,1009.3,1006.5,1.4460846649270138,3.4756618196104156,15.7,19.4,NO,NO
47379,2012-10-27,CANBERRA,1.3,19.5,0.0,5.332558909558962,11.0,ENE,35.0,SE,NW,9.0,17.0,49.0,33.0,1015.7,1015.5,0.37379275920237376,2.9880247762805325,11.9,18.1,NO,NO
47380,2012-10-28,CANBERRA,3.1,20.9,0.0,8.8,10.9,E,31.0,ESE,NE,13.0,15.0,64.0,40.0,1024.9,1021.9,3.0,1.8827362748247083,12.1,19.7,NO,NO
47381,2012-10-29,CANBERRA,6.0,23.5,0.0,5.2,10.0,NW,30.0,SSE,WNW,11.0,11.0,70.0,31.0,1024.0,1019.3,2.0,2.545958972007128,13.1,22.8,NO,NO
47382,2012-10-30,CANBERRA,6.0,26.1,0.0,5.2,9.7,NNW,44.0,N,WNW,2.0,13.0,72.0,35.0,1019.2,1014.6,3.0,1.0,14.8,25.2,NO,YES
47383,2012-10-31,CANBERRA,5.5,28.8,1.6,5.6,11.0,WNW,39.0,,W,0.0,24.0,75.0,23.0,1018.1,1013.7,2.0,2.2223847420394804,15.6,28.7,YES,NO
47384,2012-11-01,CANBERRA,8.6,23.8,0.0,6.4,5.0,WNW,61.0,W,WNW,11.0,43.0,64.0,43.0,1008.1,1005.3,8.0,5.0,16.5,18.6,NO,NO
47385,2012-11-02,CANBERRA,1.0,21.6,0.0,5.8,9.0,S,44.0,S,NE,22.0,9.0,47.0,33.0,1014.3,1012.7,0.0,4.668006751873769,11.4,20.0,NO,NO
47386,2012-11-03,CANBERRA,8.2,18.6,0.0,6.0,1.1,ENE,31.0,ENE,ENE,20.0,13.0,67.0,46.0,1019.7,1017.6,8.0,4.0,12.3,17.3,NO,NO
47387,2012-11-04,CANBERRA,6.1,25.4,0.0,2.6,10.8,N,39.0,ENE,NW,9.0,17.0,67.0,35.0,1019.5,1015.4,2.0,2.775287090342907,14.6,23.6,NO,NO
47388,2012-11-05,CANBERRA,8.0,29.6,0.0,5.2,6.2,NW,39.0,WNW,NW,7.0,24.0,73.0,30.0,1018.3,1014.6,3.0,6.091698508227729,17.2,28.1,NO,NO
47389,2012-11-06,CANBERRA,13.7,29.6,0.0,8.0,4.2,NNW,56.0,,NW,0.0,30.0,57.0,37.0,1016.2,1013.2,7.0,5.0,21.3,25.9,NO,YES
47390,2012-11-07,CANBERRA,16.1,19.3,9.0,1.0,0.0,NW,37.0,NNW,NNW,22.0,17.0,92.0,91.0,1013.0,1009.6,8.0,8.0,17.0,18.2,YES,YES
47391,2012-11-08,CANBERRA,11.2,25.0,8.6,2.6,9.0,WNW,41.0,NNW,NW,17.0,20.0,85.0,33.0,1012.3,1011.9,7.0,3.6338183753708364,16.1,23.9,YES,NO
47392,2012-11-09,CANBERRA,10.0,22.2,0.2,6.0,11.0,,47.90086382705857,NNW,WNW,7.0,28.0,82.0,26.0,1015.4,1014.4,2.0,1.8367489828532868,15.6,21.4,NO,NO
47393,2012-11-10,CANBERRA,6.8,19.4,0.0,7.6,10.5,ENE,44.0,S,E,15.0,28.0,53.0,45.0,1022.1,1020.8,5.0,8.0,12.8,16.8,NO,NO
47394,2012-11-11,CANBERRA,2.3,21.4,0.0,4.621165751108855,11.0,NNE,39.0,NW,NE,7.0,15.0,68.0,32.0,1027.6,1023.5,5.0,1.6970074946669698,11.4,20.4,NO,NO
47395,2012-11-12,CANBERRA,4.0,26.0,0.0,6.0,9.7,NW,48.0,N,WNW,9.0,24.0,67.0,33.0,1022.8,1018.4,1.0,3.320657322776384,14.1,24.4,NO,NO
47396,2012-11-13,CANBERRA,8.5,26.2,0.0,7.0,11.4,NW,48.0,ENE,NNW,6.0,24.0,59.0,21.0,1019.6,1015.4,2.0,2.211492722324138,15.0,25.3,NO,NO
47397,2012-11-14,CANBERRA,9.2,22.7,0.0,7.0,7.1,E,39.0,E,WNW,15.0,9.0,73.0,35.0,1018.4,1014.7,8.0,4.3877239016688705,13.2,22.0,NO,NO
47398,2012-11-15,CANBERRA,11.5,25.7,0.0,4.0,5.7,WNW,43.0,NE,W,6.0,24.0,77.0,22.0,1013.9,1009.7,4.0,5.8765187766093305,14.9,25.0,NO,NO
47399,2012-11-16,CANBERRA,11.2,23.8,0.0,6.4,6.0,ENE,54.0,NNE,NNW,7.0,26.0,55.0,35.0,1010.6,1007.5,4.0,8.0,16.0,20.3,NO,YES
47400,2012-11-17,CANBERRA,8.3,22.5,1.4,4.4,7.1,E,44.0,W,N,4.0,17.0,78.0,38.0,1015.0,1011.5,7.0,4.5879936166648605,12.9,21.0,YES,NO
47401,2012-11-18,CANBERRA,10.4,21.9,0.0,5.4,8.9,W,57.0,NNW,W,15.0,28.0,71.0,29.0,1010.9,1007.8,6.0,8.0,14.0,19.1,NO,NO
47402,2012-11-19,CANBERRA,4.2,20.6,0.0,6.4,7.0,SSE,56.0,SSW,SSE,33.0,31.0,62.0,43.0,1014.3,1016.2,7.0,8.0,13.1,19.0,NO,NO
47403,2012-11-20,CANBERRA,3.6,22.3,0.0,4.8,10.8,NE,37.0,SE,NE,13.0,17.0,57.0,38.0,1022.6,1020.1,6.0,2.6830380867553174,14.3,20.9,NO,NO
47404,2012-11-21,CANBERRA,5.3,28.9,0.0,6.0,7.0,W,44.0,NW,WNW,7.0,28.0,71.0,25.0,1016.0,1010.3,7.0,5.276098199529848,14.3,28.0,NO,NO
47405,2012-11-22,CANBERRA,12.6,22.3,0.0,7.2,10.0,ENE,39.0,N,N,9.0,17.0,72.0,46.0,1016.0,1014.5,7.0,2.530372273142021,14.9,20.8,NO,NO
47406,2012-11-23,CANBERRA,9.8,26.7,0.0,6.0,12.2,E,35.0,ESE,N,9.0,17.0,62.0,30.0,1019.6,1015.2,4.0,1.5681422767396214,14.6,25.4,NO,NO
47407,2012-11-24,CANBERRA,8.9,29.9,0.0,4.8,11.0,NNW,39.0,NE,NNW,7.0,22.0,58.0,29.0,1017.7,1013.2,1.0,3.079139324075996,16.8,28.6,NO,NO
47408,2012-11-25,CANBERRA,9.4,33.4,0.0,8.6,12.1,NW,35.0,SSE,NNW,6.0,9.0,83.0,24.0,1014.8,1013.6,4.0,1.2952882755191766,11.1,32.4,NO,NO
47409,2012-11-26,CANBERRA,9.4,31.3,0.0,9.0,5.1,SE,41.0,N,NNW,2.0,13.0,50.0,34.0,1015.3,1013.6,5.0,5.0,22.7,27.4,NO,NO
47410,2012-11-27,CANBERRA,12.3,27.9,0.0,5.2,2.8,SSW,39.0,SSE,WSW,7.0,17.0,76.0,48.0,1016.5,1014.1,8.0,2.0,18.5,25.0,NO,YES
47411,2012-11-28,CANBERRA,14.4,25.5,9.8,5.2,2.8,E,31.0,ENE,ESE,17.0,7.0,79.0,56.0,1017.6,1014.8,8.0,2.0,18.6,24.1,YES,NO
47412,2012-11-29,CANBERRA,16.2,33.7,0.0,4.6,11.447413289885219,N,35.0,E,NW,6.0,26.0,79.0,38.0,1016.1,1011.6,1.0,2.3818518843761822,19.3,31.6,NO,NO
47413,2012-11-30,CANBERRA,18.0,35.1,0.0,9.146549031306328,10.429410399011843,NNW,65.0,NNW,W,17.0,24.0,52.0,32.0,1013.4,1012.2,3.299284815134314,4.766318817489328,27.1,31.5,NO,NO
47414,2013-01-01,CANBERRA,7.9,32.7,0.0,11.4,14.471542860486615,WNW,52.0,NW,W,11.0,28.0,29.0,12.0,1011.7,1008.9,-0.4464471179232419,2.1798974972671488,23.1,31.5,NO,NO
47415,2013-01-02,CANBERRA,10.8,31.3,0.0,11.2,11.378313306558951,E,52.0,E,NE,9.0,24.0,60.0,32.0,1011.8,1009.7,2.0,3.0442198117774737,20.2,29.3,NO,NO
47416,2013-01-03,CANBERRA,12.2,32.1,0.0,9.4,13.073156697508416,E,33.0,ESE,E,9.0,15.0,63.0,25.0,1017.3,1013.1,1.0,1.4229975600274898,16.5,30.0,NO,NO
47417,2013-01-04,CANBERRA,11.1,36.8,0.0,8.8,14.361374514687284,N,57.0,SSW,ENE,9.0,19.0,41.0,12.0,1015.2,1010.6,0.0,1.8612148442701724,23.3,35.7,NO,NO
47418,2013-01-05,CANBERRA,15.5,40.1,0.0,11.2,14.487678955396198,,46.4075365916803,NE,WSW,2.0,22.0,43.0,18.0,1014.8,1012.5,0.0,1.8320653997494887,25.8,38.8,NO,YES
47419,2013-01-06,CANBERRA,16.5,37.7,9.0,11.8,13.450174000330065,,39.4607139604006,SSE,N,4.0,11.0,46.0,20.0,1019.9,1017.0,1.0,2.0627445614080884,24.9,35.9,YES,NO
47420,2013-01-07,CANBERRA,15.1,35.8,0.8,8.8,13.075283652480195,NNW,39.0,ENE,NNW,9.0,20.0,67.0,28.0,1021.4,1015.6,0.0,1.6818114833114564,20.8,32.7,NO,NO
47421,2013-01-08,CANBERRA,17.0,38.0,0.2,9.8,15.026436680830969,NW,83.0,NW,NW,31.0,44.0,25.0,13.0,1006.4,997.7,2.0,1.0,29.2,34.9,NO,NO
47422,2013-01-09,CANBERRA,16.2,25.8,0.0,17.2,12.673502995587562,WNW,48.0,SSW,N,17.0,19.0,46.0,28.0,998.2,999.0,3.0,1.0,17.2,24.1,NO,NO
47423,2013-01-10,CANBERRA,10.0,29.7,0.0,10.0,10.21844188074487,ENE,41.0,NNE,NE,9.0,13.0,60.0,26.0,1008.7,1006.4,6.0,3.844278902987597,16.9,27.3,NO,NO
47424,2013-01-11,CANBERRA,11.4,35.7,0.0,7.4,13.195096306888033,NW,48.0,NW,WNW,7.0,30.0,70.0,11.0,1009.0,1005.0,4.0,1.8266143228617153,19.5,34.5,NO,NO
47425,2013-01-12,CANBERRA,13.5,37.6,0.0,11.2,12.354921662980935,W,67.0,WNW,WNW,2.0,20.0,50.0,10.0,1006.8,1007.9,6.0,3.7459339726898264,21.7,33.6,NO,NO
47426,2013-01-13,CANBERRA,17.3,27.6,0.0,8.4,6.64421079168234,ESE,41.0,NNE,ESE,9.0,28.0,67.0,62.0,1009.6,1007.5,5.0,6.559441381946591,20.3,21.7,NO,YES
47427,2013-01-14,CANBERRA,8.2,22.8,4.2,3.8,11.968084353399945,ENE,44.0,SSE,ESE,24.0,24.0,49.0,33.0,1015.9,1015.5,2.0,1.0,13.2,21.0,YES,NO
